说明,本表对应 Blood/ResNet/K=3/beta=0.01 的 output-probability t-SNE；LAMP-Merge 概率由 gamma=0.55、s=18.75、tau=2.5、lambda=4.25 正式 checkpoint 重新推理，三个通用基线保持论文原实验概率向量，并在共享 t-SNE 平面重新拟合。
Dataset,Backbone,K,Beta,Method,Sample index,True label,t-SNE x,t-SNE y,Probability class 0,Probability class 1,Probability class 2,Probability class 3,Probability class 4,Probability class 5,Probability class 6,Probability class 7
Blood,ResNet,3,0.01,DARE-Linear,754,5,-24.942924,-22.224129,0.07223906,0.13188274,0.08447204,0.15814660,0.10256398,0.15802830,0.18166770,0.11099953
Blood,ResNet,3,0.01,DARE-Linear,755,3,19.811783,-50.246548,0.06967374,0.13213696,0.05850658,0.23906368,0.09399233,0.11384559,0.17561713,0.11716395
Blood,ResNet,3,0.01,DARE-Linear,756,1,-30.875755,-28.540228,0.07382201,0.16054843,0.09482860,0.14304842,0.10081186,0.15707792,0.15469450,0.11516823
Blood,ResNet,3,0.01,DARE-Linear,757,1,-9.033442,-51.162369,0.06297480,0.16446987,0.09054547,0.18899687,0.08842072,0.11190309,0.16837157,0.12431757
Blood,ResNet,3,0.01,DARE-Linear,758,3,9.166774,-47.573002,0.07635150,0.15326434,0.07339416,0.20695917,0.10150132,0.11402521,0.16219449,0.11230984
Blood,ResNet,3,0.01,DARE-Linear,759,1,-23.032509,-25.227098,0.07999400,0.14794116,0.08743634,0.15639558,0.10226960,0.14190055,0.17488891,0.10917382
Blood,ResNet,3,0.01,DARE-Linear,760,7,-19.657736,36.144447,0.07668544,0.13729751,0.14090222,0.08875091,0.13287248,0.13641353,0.12045737,0.16662058
Blood,ResNet,3,0.01,DARE-Linear,761,0,13.389942,-43.512718,0.07605950,0.14635767,0.06849527,0.20749365,0.09464112,0.11908764,0.17812546,0.10973964
Blood,ResNet,3,0.01,DARE-Linear,762,7,-36.210300,29.859591,0.07423946,0.15370734,0.14911070,0.11489958,0.11868943,0.10141209,0.13451764,0.15342376
Blood,ResNet,3,0.01,DARE-Linear,763,6,0.026224,-58.661316,0.07500603,0.16257828,0.07219785,0.20970157,0.09361520,0.11993160,0.14515810,0.12181136
Blood,ResNet,3,0.01,DARE-Linear,764,6,-31.606667,-37.101639,0.07939713,0.16199043,0.09557968,0.14359172,0.10452736,0.13499485,0.15288620,0.12703265
Blood,ResNet,3,0.01,DARE-Linear,765,6,-29.206446,-34.921513,0.07238156,0.15924734,0.09513272,0.14924884,0.10184703,0.13679373,0.16232531,0.12302344
Blood,ResNet,3,0.01,DARE-Linear,766,1,-11.397386,-35.077023,0.07530850,0.15198149,0.08424495,0.17650048,0.10459939,0.13522734,0.16335091,0.10878687
Blood,ResNet,3,0.01,DARE-Linear,767,3,8.082460,-37.026699,0.06576615,0.13009375,0.06713097,0.20173672,0.11430532,0.12555988,0.18114273,0.11426441
Blood,ResNet,3,0.01,DARE-Linear,768,7,-26.492853,36.065483,0.06860807,0.14095381,0.14393087,0.10519659,0.14052552,0.10564899,0.12598352,0.16915265
Blood,ResNet,3,0.01,DARE-Linear,769,2,-32.060268,40.269936,0.07397525,0.16022766,0.14498387,0.09883624,0.13190170,0.10397563,0.11792710,0.16817252
Blood,ResNet,3,0.01,DARE-Linear,770,4,-19.941914,-10.043657,0.06308828,0.13840173,0.11032949,0.14955555,0.12244721,0.11599751,0.15904164,0.14113858
Blood,ResNet,3,0.01,DARE-Linear,771,4,-18.685562,-15.198759,0.06944112,0.13934529,0.09177716,0.15468322,0.11949153,0.12138167,0.16620073,0.13767928
Blood,ResNet,3,0.01,DARE-Linear,772,6,-11.905846,-56.554428,0.07395843,0.16859472,0.09436860,0.18024683,0.09311186,0.09768544,0.15982021,0.13221395
Blood,ResNet,3,0.01,DARE-Linear,773,3,-14.949711,-46.929401,0.07172906,0.15471426,0.08683923,0.17519476,0.10862813,0.11903688,0.16061215,0.12324546
Blood,ResNet,3,0.01,DARE-Linear,774,1,-5.510831,-38.160484,0.07215352,0.15363006,0.07821359,0.19603360,0.08796444,0.14208053,0.16259018,0.10733409
Blood,ResNet,3,0.01,DARE-Linear,775,7,-20.541168,35.774746,0.07668488,0.13489182,0.14208820,0.09993576,0.13648750,0.12402959,0.12238678,0.16349548
Blood,ResNet,3,0.01,DARE-Linear,776,5,-37.223969,-23.004211,0.07089535,0.13311844,0.09655093,0.13741463,0.10440167,0.14665468,0.19314025,0.11782411
Blood,ResNet,3,0.01,DARE-Linear,777,4,-34.115131,-8.235902,0.06264251,0.15329961,0.12048900,0.15332349,0.12110944,0.08631509,0.16125993,0.14156093
Blood,ResNet,3,0.01,DARE-Linear,778,1,-10.337527,-53.060062,0.07613487,0.15634160,0.08580746,0.18218505,0.09495288,0.11851153,0.15505691,0.13100971
Blood,ResNet,3,0.01,DARE-Linear,779,1,-17.774836,-41.649647,0.06890450,0.16583873,0.09238269,0.16826713,0.09105944,0.12905878,0.16827360,0.11621516
Blood,ResNet,3,0.01,DARE-Linear,780,5,-26.664358,-18.511356,0.07263672,0.14861670,0.08597438,0.16542384,0.11133648,0.15498976,0.15122086,0.10980124
Blood,ResNet,3,0.01,DARE-Linear,781,6,-42.232082,-31.983181,0.08104794,0.15096518,0.11346269,0.12329381,0.11427384,0.12490994,0.15248409,0.13956249
Blood,ResNet,3,0.01,DARE-Linear,782,6,-1.064496,-57.720814,0.08547003,0.16952498,0.07782755,0.20408483,0.08735105,0.10665315,0.15297313,0.11611526
Blood,ResNet,3,0.01,DARE-Linear,783,1,-7.560958,-36.994045,0.06388962,0.15442450,0.07852753,0.18434404,0.09489835,0.13952535,0.16114098,0.12324967
Blood,ResNet,3,0.01,DARE-Linear,784,7,-26.681416,35.643505,0.07162708,0.14808814,0.14452572,0.10346629,0.13647000,0.10760983,0.12350053,0.16471243
Blood,ResNet,3,0.01,DARE-Linear,785,1,9.845870,-57.686905,0.06742075,0.15185893,0.07564330,0.22727905,0.08398741,0.11615314,0.16366990,0.11398759
Blood,ResNet,3,0.01,DARE-Linear,786,3,-19.016352,-30.445673,0.07032411,0.14683066,0.09349283,0.16744922,0.10312594,0.12912990,0.17376310,0.11588426
Blood,ResNet,3,0.01,DARE-Linear,787,2,-37.352146,33.414120,0.07458351,0.16001712,0.14495328,0.10580359,0.12279914,0.09426850,0.13494378,0.16263109
Blood,ResNet,3,0.01,DARE-Linear,788,7,-19.847639,36.005547,0.07997919,0.14065348,0.13523495,0.09263819,0.13644801,0.12965174,0.11829039,0.16710401
Blood,ResNet,3,0.01,DARE-Linear,789,5,-23.897415,-21.696495,0.06494314,0.13556489,0.08789951,0.16355914,0.11165683,0.15239467,0.17025521,0.11372662
Blood,ResNet,3,0.01,DARE-Linear,790,2,-26.225163,-54.055561,0.07219933,0.16712576,0.11112684,0.18339373,0.10310283,0.07653469,0.14186940,0.14464739
Blood,ResNet,3,0.01,DARE-Linear,791,2,-37.846233,33.130291,0.07461372,0.16228209,0.14602895,0.10869177,0.12614410,0.08831788,0.13823710,0.15568440
Blood,ResNet,3,0.01,DARE-Linear,792,3,0.558704,-51.932152,0.08356813,0.14249493,0.08128977,0.19447550,0.09598865,0.10458882,0.16884963,0.12874456
Blood,ResNet,3,0.01,DARE-Linear,793,0,4.697466,-39.274380,0.08124220,0.13791479,0.06701089,0.18952928,0.09588616,0.12079739,0.19003545,0.11758386
Blood,ResNet,3,0.01,DARE-Linear,794,5,-35.263237,-19.290009,0.07211567,0.14296125,0.08630648,0.13695990,0.09998792,0.17276077,0.17432271,0.11458530
Blood,ResNet,3,0.01,DARE-Linear,795,6,-31.334410,-43.417377,0.06736595,0.16506830,0.11402993,0.14541167,0.10482525,0.11060876,0.17898382,0.11370633
Blood,ResNet,3,0.01,DARE-Linear,796,6,-28.574656,-35.811680,0.07951041,0.15583386,0.09292471,0.15017042,0.09892687,0.13191514,0.16432863,0.12639000
Blood,ResNet,3,0.01,DARE-Linear,797,7,-27.769253,41.597176,0.06492472,0.14304565,0.15611134,0.09245083,0.13206030,0.10987019,0.12140816,0.18012883
Blood,ResNet,3,0.01,DARE-Linear,798,3,5.457224,-49.465179,0.07306830,0.14830649,0.08605582,0.19311538,0.11551877,0.10132535,0.16205885,0.12055101
Blood,ResNet,3,0.01,DARE-Linear,799,5,-26.464144,-24.429951,0.06868456,0.14087653,0.10358429,0.15711831,0.10064006,0.14415967,0.17064171,0.11429489
Blood,ResNet,3,0.01,DARE-Linear,800,3,20.788240,-53.518921,0.07109012,0.13230395,0.05656427,0.24643280,0.08836421,0.10191292,0.19435674,0.10897498
Blood,ResNet,3,0.01,DARE-Linear,801,6,-41.707207,-30.744278,0.07786322,0.15536048,0.10367259,0.12539242,0.10922568,0.14298764,0.14948581,0.13601218
Blood,ResNet,3,0.01,DARE-Linear,802,4,-6.425448,-24.196907,0.06486230,0.14642352,0.08658393,0.17112984,0.10942346,0.12429692,0.15802751,0.13925253
Blood,ResNet,3,0.01,DARE-Linear,803,3,14.462556,-45.453350,0.07892077,0.13480519,0.07178373,0.21731055,0.09725267,0.10897177,0.18215607,0.10879920
Blood,ResNet,3,0.01,DARE-Linear,804,4,-19.865557,-10.199752,0.06054823,0.14609186,0.11080993,0.15379870,0.12064181,0.11398353,0.15760100,0.13652499
Blood,ResNet,3,0.01,DARE-Linear,805,3,-32.922268,-23.384823,0.07461000,0.13246001,0.08924352,0.14958145,0.10091211,0.15444607,0.17108881,0.12765801
Blood,ResNet,3,0.01,DARE-Linear,806,7,-20.597069,35.764523,0.07662722,0.14127654,0.14340714,0.09988371,0.13455100,0.12414092,0.12019457,0.15991884
Blood,ResNet,3,0.01,DARE-Linear,807,1,-5.069542,-59.469589,0.06557802,0.15378070,0.08541141,0.19883974,0.09364697,0.09930989,0.16456698,0.13886634
Blood,ResNet,3,0.01,DARE-Linear,808,7,-29.566301,39.344601,0.07044657,0.14764388,0.15887597,0.10800043,0.13296328,0.10359315,0.11141164,0.16706513
Blood,ResNet,3,0.01,DARE-Linear,809,6,-11.967558,-54.288948,0.06983816,0.16107184,0.09289180,0.18031046,0.10418522,0.11062431,0.15243842,0.12863976
Blood,ResNet,3,0.01,DARE-Linear,810,6,-25.298208,-32.267941,0.08031847,0.15721814,0.09569046,0.15240569,0.10406119,0.13220064,0.16208857,0.11601678
Blood,ResNet,3,0.01,DARE-Linear,811,6,-5.391075,-55.984844,0.07656592,0.16914394,0.08164325,0.19334054,0.08836995,0.10365687,0.15964992,0.12762965
Blood,ResNet,3,0.01,DARE-Linear,812,6,-16.059124,-43.724331,0.07406980,0.16168183,0.08441632,0.17297511,0.09547313,0.12752546,0.16201986,0.12183844
Blood,ResNet,3,0.01,DARE-Linear,813,6,-27.091585,-31.509628,0.07917270,0.15623295,0.09023694,0.14534926,0.10662647,0.13157947,0.17375909,0.11704304
Blood,ResNet,3,0.01,DARE-Linear,814,3,-18.024616,-44.102108,0.06886917,0.16291727,0.08511898,0.16677135,0.10524640,0.12557302,0.16459142,0.12091240
Blood,ResNet,3,0.01,DARE-Linear,815,1,-4.656507,-35.030651,0.07887530,0.14654821,0.08055954,0.18984541,0.09724293,0.13371249,0.16041489,0.11280116
Blood,ResNet,3,0.01,DARE-Linear,816,6,-26.514780,-48.200966,0.08879505,0.16975951,0.09598538,0.15868665,0.09468554,0.10420622,0.15995337,0.12792832
Blood,ResNet,3,0.01,DARE-Linear,817,4,-16.368771,31.653481,0.06328755,0.13036875,0.12296181,0.10805975,0.13554585,0.13424879,0.13259746,0.17292999
Blood,ResNet,3,0.01,DARE-Linear,818,6,-16.435041,-28.496880,0.07726866,0.15155333,0.08526304,0.16670541,0.09512969,0.12171102,0.18822944,0.11413942
Blood,ResNet,3,0.01,DARE-Linear,819,6,-15.211438,-44.654274,0.07112773,0.17074689,0.08283041,0.17200914,0.10109685,0.13080336,0.15689291,0.11449277
Blood,ResNet,3,0.01,DARE-Linear,820,2,-36.849552,35.595516,0.07728322,0.14818731,0.16020624,0.10378949,0.12066197,0.08741523,0.12806630,0.17439024
Blood,ResNet,3,0.01,DARE-Linear,821,3,17.053867,-47.306038,0.06977187,0.12852223,0.07024192,0.22565351,0.09799451,0.11662508,0.17938556,0.11180538
Blood,ResNet,3,0.01,DARE-Linear,822,1,-29.130714,-21.315626,0.07678962,0.14525262,0.08897949,0.15327393,0.10267165,0.15466988,0.16405751,0.11430527
Blood,ResNet,3,0.01,DARE-Linear,823,2,-36.941654,35.102432,0.07549188,0.15319149,0.16247205,0.10564010,0.11740851,0.08777308,0.13259265,0.16543028
Blood,ResNet,3,0.01,DARE-Linear,824,6,-32.376350,-42.058441,0.06983986,0.16851845,0.11093954,0.13912603,0.10483266,0.11594968,0.16170289,0.12909088
Blood,ResNet,3,0.01,DARE-Linear,825,1,8.156308,-60.074978,0.06815305,0.16922563,0.07291502,0.21399495,0.07864710,0.11778045,0.17008999,0.10919382
Blood,ResNet,3,0.01,DARE-Linear,826,4,-19.253859,-15.811062,0.06892178,0.14220186,0.09319095,0.14703266,0.12588994,0.13070799,0.16470216,0.12735263
Blood,ResNet,3,0.01,DARE-Linear,827,6,-19.275696,-37.707561,0.07718182,0.16575673,0.07879432,0.16302593,0.09364192,0.14001611,0.15462708,0.12695611
Blood,ResNet,3,0.01,DARE-Linear,828,2,-33.264454,-4.084877,0.06919082,0.17456815,0.11776874,0.13102768,0.13134767,0.08589885,0.13334356,0.15685456
Blood,ResNet,3,0.01,DARE-Linear,829,3,7.110800,-49.939987,0.07769480,0.14502022,0.08051679,0.20560692,0.10558762,0.09484866,0.16352306,0.12720186
Blood,ResNet,3,0.01,DARE-Linear,830,6,-28.803852,-26.567616,0.07552405,0.16284360,0.08602285,0.15141447,0.09116973,0.14968143,0.16855539,0.11478849
Blood,ResNet,3,0.01,DARE-Linear,831,3,10.065902,-32.404457,0.07146368,0.13492590,0.07753088,0.20291841,0.10545402,0.13215430,0.16128071,0.11427212
Blood,ResNet,3,0.01,DARE-Linear,832,3,-35.139187,-43.327637,0.07738355,0.15776750,0.11621843,0.14695033,0.11341697,0.09919847,0.15843187,0.13063286
Blood,ResNet,3,0.01,DARE-Linear,833,3,-3.398508,-57.028046,0.07306892,0.16174418,0.09334946,0.20053671,0.09992471,0.09358190,0.16021489,0.11757922
Blood,ResNet,3,0.01,DARE-Linear,834,0,16.160265,-42.296871,0.08126409,0.12822904,0.06382693,0.21732892,0.09338971,0.13069366,0.18519743,0.10007020
Blood,ResNet,3,0.01,DARE-Linear,835,3,16.206747,-48.212990,0.07432688,0.12990665,0.06787392,0.22111808,0.09651884,0.10682695,0.17696762,0.12646100
Blood,ResNet,3,0.01,DARE-Linear,836,0,16.134403,-43.912651,0.07372786,0.14628808,0.06282551,0.21683942,0.08521760,0.11000930,0.19986463,0.10522752
Blood,ResNet,3,0.01,DARE-Linear,837,6,-24.325655,-46.002441,0.08153405,0.16917408,0.09280086,0.15885420,0.09969010,0.12167330,0.15416668,0.12210670
Blood,ResNet,3,0.01,DARE-Linear,838,3,9.723456,-56.495987,0.07211711,0.14717463,0.07231213,0.21962675,0.08618822,0.12056684,0.15856512,0.12344918
Blood,ResNet,3,0.01,DARE-Linear,839,6,-14.382266,-14.975878,0.07292215,0.15293808,0.08525665,0.17459521,0.11930025,0.11548153,0.15587559,0.12363052
Blood,ResNet,3,0.01,DARE-Linear,840,7,-18.620375,28.232796,0.08298824,0.13956828,0.13864610,0.10179029,0.13047612,0.12608284,0.13398325,0.14646484
Blood,ResNet,3,0.01,DARE-Linear,841,3,5.951620,-49.317699,0.07732775,0.14535828,0.08723431,0.19979779,0.11006109,0.09865116,0.16442926,0.11714032
Blood,ResNet,3,0.01,DARE-Linear,842,7,-22.991453,35.602798,0.07233202,0.13259009,0.13917503,0.10899957,0.15024823,0.10715394,0.12781154,0.16168958
Blood,ResNet,3,0.01,DARE-Linear,843,4,-16.657171,-12.255013,0.07096966,0.14315449,0.09672774,0.16648376,0.12759721,0.10287853,0.14891410,0.14327450
Blood,ResNet,3,0.01,DARE-Linear,844,6,-15.949154,-40.946434,0.07355625,0.16230255,0.08369626,0.17659962,0.09456013,0.13350448,0.16552442,0.11025628
Blood,ResNet,3,0.01,DARE-Linear,845,4,-20.541033,-9.118194,0.06158911,0.15068540,0.10692446,0.14173329,0.12523443,0.11015815,0.15950023,0.14417496
Blood,ResNet,3,0.01,DARE-Linear,846,1,9.478498,-45.281029,0.07174064,0.14410168,0.07408605,0.21164788,0.09651530,0.11799943,0.17149802,0.11241094
Blood,ResNet,3,0.01,DARE-Linear,847,1,-11.184039,-52.316326,0.07618222,0.15757544,0.09501123,0.17958394,0.08777504,0.11164815,0.16473480,0.12748916
Blood,ResNet,3,0.01,DARE-Linear,848,2,-37.080791,34.644993,0.07715039,0.15952593,0.15711188,0.10555746,0.11463558,0.09816477,0.12525100,0.16260299
Blood,ResNet,3,0.01,DARE-Linear,849,2,-27.716768,-49.601334,0.07393207,0.18226063,0.09774769,0.16372448,0.09398862,0.09128806,0.16840972,0.12864871
Blood,ResNet,3,0.01,DARE-Linear,850,6,-29.329906,-33.971848,0.07142425,0.16832843,0.09397843,0.14465794,0.10362094,0.14160907,0.16313480,0.11324618
Blood,ResNet,3,0.01,DARE-Linear,851,7,-28.515324,19.307175,0.07485020,0.15005761,0.12919463,0.11933041,0.12341244,0.11898529,0.14193673,0.14223272
Blood,ResNet,3,0.01,DARE-Linear,852,3,7.034675,-44.956837,0.07305093,0.14155088,0.07618856,0.19935013,0.10193350,0.11787768,0.16183640,0.12821190
Blood,ResNet,3,0.01,DARE-Linear,853,3,-11.517046,-56.436119,0.07116187,0.17088813,0.08780389,0.18604153,0.10637462,0.10139338,0.14755988,0.12877670
Blood,ResNet,3,0.01,DARE-Linear,854,6,-35.391331,-19.831741,0.07531936,0.15181506,0.09063742,0.13498965,0.10087620,0.16789760,0.17111154,0.10735322
Blood,ResNet,3,0.01,DARE-Linear,855,1,-8.111854,-36.204044,0.06212363,0.15433531,0.08829726,0.18555301,0.08979104,0.14840516,0.15848701,0.11300755
Blood,ResNet,3,0.01,DARE-Linear,856,6,-35.210854,-32.269711,0.07254872,0.15816751,0.10096860,0.14266512,0.09247243,0.13108125,0.18476850,0.11732783
Blood,ResNet,3,0.01,DARE-Linear,857,3,6.469452,-40.359604,0.08704615,0.14042795,0.07423216,0.19693568,0.10536186,0.11489949,0.16980417,0.11129252
Blood,ResNet,3,0.01,DARE-Linear,858,7,-32.795696,23.578409,0.06435177,0.15153781,0.14060849,0.11477730,0.11300755,0.10096874,0.15842649,0.15632193
Blood,ResNet,3,0.01,DARE-Linear,859,5,-39.062489,-23.235477,0.07787494,0.14658420,0.08886759,0.12384593,0.10973962,0.16011371,0.17786764,0.11510640
Blood,ResNet,3,0.01,DARE-Linear,860,6,-25.551489,-33.317146,0.07754702,0.16287450,0.09399129,0.15461177,0.11077398,0.13167644,0.15587105,0.11265394
Blood,ResNet,3,0.01,DARE-Linear,861,7,-24.622726,40.832432,0.08018402,0.14146581,0.15320417,0.09416845,0.13928886,0.11086293,0.12254453,0.15828119
Blood,ResNet,3,0.01,DARE-Linear,862,2,-40.800037,32.392265,0.06513721,0.16783053,0.14325333,0.12799615,0.11786976,0.08083369,0.13245362,0.16462569
Blood,ResNet,3,0.01,DARE-Linear,863,6,-11.835241,-49.716179,0.07180112,0.15477644,0.10683226,0.16785847,0.09100931,0.10395359,0.18316342,0.12060535
Blood,ResNet,3,0.01,DARE-Linear,864,4,-0.278892,-28.596018,0.06753290,0.13627091,0.08621683,0.18747148,0.11696720,0.10703649,0.17067170,0.12783252
Blood,ResNet,3,0.01,DARE-Linear,865,2,-34.400673,-5.263552,0.07367957,0.16802266,0.12357046,0.13833980,0.11419534,0.09712359,0.14298688,0.14208175
Blood,ResNet,3,0.01,DARE-Linear,866,6,-26.952709,-48.929173,0.07162137,0.17067823,0.08979152,0.16315992,0.10267390,0.10673981,0.15948126,0.13585399
Blood,ResNet,3,0.01,DARE-Linear,867,3,12.593564,-49.593143,0.06999034,0.13470896,0.07705520,0.22130276,0.11366102,0.09388212,0.16965325,0.11974630
Blood,ResNet,3,0.01,DARE-Linear,868,6,-30.526455,-31.712025,0.07533643,0.16073048,0.09012216,0.14016949,0.09452052,0.14493488,0.17617109,0.11801489
Blood,ResNet,3,0.01,DARE-Linear,869,3,16.801744,-53.903034,0.06846445,0.15471855,0.06529200,0.22992942,0.08709195,0.11427592,0.17600867,0.10421903
Blood,ResNet,3,0.01,DARE-Linear,870,7,-26.679272,34.842560,0.06848767,0.14856324,0.14053413,0.10685194,0.13305363,0.10885518,0.12521334,0.16844085
Blood,ResNet,3,0.01,DARE-Linear,871,6,-33.085567,-32.271214,0.06873748,0.15182702,0.09412839,0.14521052,0.09713943,0.13774092,0.17136507,0.13385119
Blood,ResNet,3,0.01,DARE-Linear,872,7,-27.699759,34.500164,0.07508683,0.15064351,0.13596126,0.10567842,0.13735384,0.10345674,0.12895665,0.16286278
Blood,ResNet,3,0.01,DARE-Linear,873,1,-19.721022,-27.907755,0.07754641,0.15275329,0.09252507,0.16165404,0.10617661,0.11771537,0.17535241,0.11627682
Blood,ResNet,3,0.01,DARE-Linear,874,1,-11.040175,-51.471451,0.06369165,0.15076213,0.09094155,0.18342711,0.09589974,0.11327419,0.16662398,0.13537967
Blood,ResNet,3,0.01,DARE-Linear,875,7,-18.552462,29.282190,0.07546768,0.13726653,0.13776267,0.09885325,0.13848892,0.12859847,0.13657989,0.14698265
Blood,ResNet,3,0.01,DARE-Linear,876,3,4.985226,-16.720362,0.06844111,0.14616941,0.09359436,0.18526727,0.10142621,0.13262546,0.15504147,0.11743467
Blood,ResNet,3,0.01,DARE-Linear,877,1,-5.958868,-54.824093,0.07246295,0.16637081,0.08037941,0.19392182,0.08984046,0.11281843,0.15645508,0.12775104
Blood,ResNet,3,0.01,DARE-Linear,878,6,-27.773220,-46.465691,0.07894497,0.17057313,0.10301676,0.15501016,0.10059249,0.10739075,0.16116960,0.12330215
Blood,ResNet,3,0.01,DARE-Linear,879,0,6.534891,-39.576218,0.08032927,0.13820083,0.07195995,0.19935705,0.10183926,0.11867628,0.18229803,0.10733934
Blood,ResNet,3,0.01,DARE-Linear,880,1,0.917835,-54.230015,0.07618687,0.15876158,0.07811920,0.20195477,0.08309916,0.11462393,0.16325124,0.12400325
Blood,ResNet,3,0.01,DARE-Linear,881,1,-39.652779,-33.168259,0.09179574,0.15011826,0.10504185,0.13488588,0.10785091,0.13148555,0.15885307,0.11996879
Blood,ResNet,3,0.01,DARE-Linear,882,3,9.732851,-40.569569,0.06639869,0.13566715,0.07467008,0.20638558,0.10309301,0.12623844,0.17457841,0.11296873
Blood,ResNet,3,0.01,DARE-Linear,883,7,-25.128925,30.278719,0.07104378,0.14199838,0.14547136,0.09665088,0.13319819,0.11588603,0.13465174,0.16109966
Blood,ResNet,3,0.01,DARE-Linear,884,2,-35.629490,27.685242,0.07563083,0.15692843,0.14120930,0.12242448,0.12209860,0.10243887,0.13347754,0.14579189
Blood,ResNet,3,0.01,DARE-Linear,885,1,-27.718454,-21.225483,0.07058762,0.14933082,0.08830139,0.16326566,0.09354171,0.15361863,0.16599916,0.11535498
Blood,ResNet,3,0.01,DARE-Linear,886,2,-26.467325,-52.283955,0.06575632,0.16985315,0.10623999,0.17066851,0.10604692,0.09268153,0.15564053,0.13311307
Blood,ResNet,3,0.01,DARE-Linear,887,1,-1.787322,-42.655605,0.07475168,0.15318635,0.07751685,0.19260357,0.08179758,0.12551741,0.17954174,0.11508478
Blood,ResNet,3,0.01,DARE-Linear,888,0,1.323030,-36.443462,0.07744902,0.13876390,0.07857800,0.18523961,0.10183524,0.13444266,0.17670988,0.10698167
Blood,ResNet,3,0.01,DARE-Linear,889,6,-28.844460,-39.746281,0.07414144,0.16829930,0.09916054,0.14523314,0.09736493,0.13067940,0.16292855,0.12219271
Blood,ResNet,3,0.01,DARE-Linear,890,5,3.977918,-7.773928,0.07422055,0.14470342,0.08184579,0.17697245,0.11885324,0.14155316,0.14370559,0.11814576
Blood,ResNet,3,0.01,DARE-Linear,891,7,-25.153286,-3.371733,0.06831994,0.14584532,0.12828727,0.12262918,0.12817232,0.10742648,0.16103798,0.13828149
Blood,ResNet,3,0.01,DARE-Linear,892,6,-20.525522,-41.453579,0.07521239,0.16664405,0.08501086,0.15826318,0.09826117,0.12234619,0.17494832,0.11931380
Blood,ResNet,3,0.01,DARE-Linear,893,2,-41.031898,35.247719,0.07215690,0.15978414,0.13847455,0.12210231,0.12978590,0.08397984,0.12290919,0.17080720
Blood,ResNet,3,0.01,DARE-Linear,894,4,-20.542229,1.838906,0.07021894,0.12320589,0.12919465,0.11269055,0.13012366,0.13566740,0.17576247,0.12313648
Blood,ResNet,3,0.01,DARE-Linear,895,1,-33.441612,-31.798826,0.07428124,0.15004191,0.09778547,0.14387271,0.09590141,0.14077815,0.17358798,0.12375109
Blood,ResNet,3,0.01,DARE-Linear,896,1,-35.589539,-34.847748,0.07215831,0.15254679,0.10722237,0.14563459,0.10042915,0.12649274,0.17393878,0.12157729
Blood,ResNet,3,0.01,DARE-Linear,897,1,-4.900429,-48.931820,0.06958940,0.16767406,0.07571903,0.20183012,0.08628083,0.12128525,0.15688823,0.12073309
Blood,ResNet,3,0.01,DARE-Linear,898,6,-35.017803,-32.314953,0.06893729,0.16249619,0.09526119,0.13981728,0.09938418,0.13429257,0.18325509,0.11655622
Blood,ResNet,3,0.01,DARE-Linear,899,3,3.936048,-49.948116,0.07334620,0.15893480,0.08698162,0.19771296,0.10381328,0.10939915,0.15573911,0.11407291
Blood,ResNet,3,0.01,DARE-Linear,900,3,19.954044,-49.875980,0.06274114,0.14058878,0.06006842,0.23541097,0.09171742,0.11869823,0.17457490,0.11620020
Blood,ResNet,3,0.01,DARE-Linear,901,7,-22.352835,31.314333,0.06878377,0.14947021,0.13105986,0.10573716,0.13697362,0.12278377,0.12573566,0.15945594
Blood,ResNet,3,0.01,DARE-Linear,902,2,-33.540501,-6.288990,0.07255173,0.17286210,0.10835899,0.14662535,0.11277720,0.09327671,0.13040946,0.16313843
Blood,ResNet,3,0.01,DARE-Linear,903,1,-9.450649,-56.086239,0.07067332,0.15972240,0.09249277,0.19110000,0.09090066,0.10598569,0.15149361,0.13763158
Blood,ResNet,3,0.01,DARE-Linear,904,3,21.981501,-51.114910,0.07546628,0.13985714,0.06588002,0.23476043,0.10236734,0.09048202,0.17705494,0.11413191
Blood,ResNet,3,0.01,DARE-Linear,905,0,7.126556,-37.707069,0.07989279,0.12568688,0.06521947,0.19801475,0.10478702,0.13378415,0.18260397,0.11001094
Blood,ResNet,3,0.01,DARE-Linear,906,1,18.832771,-49.346111,0.07800967,0.14578122,0.06349360,0.23276137,0.09047307,0.10938058,0.16622277,0.11387783
Blood,ResNet,3,0.01,DARE-Linear,907,3,-15.183962,-21.825712,0.07857823,0.14591299,0.08738413,0.17253172,0.10852566,0.10838557,0.17442074,0.12426094
Blood,ResNet,3,0.01,DARE-Linear,908,6,-16.267000,-49.365639,0.06574977,0.18524921,0.08041015,0.17964536,0.08886145,0.12150571,0.15744546,0.12113290
Blood,ResNet,3,0.01,DARE-Linear,909,6,-15.631330,-35.167320,0.07756752,0.15804958,0.08149807,0.16753572,0.09723080,0.14064418,0.16385764,0.11361652
Blood,ResNet,3,0.01,DARE-Linear,910,1,4.945671,-54.342342,0.06216279,0.14865918,0.08217154,0.21537486,0.09313457,0.10326317,0.16460976,0.13062410
Blood,ResNet,3,0.01,DARE-Linear,911,6,-30.115587,-29.195513,0.07549949,0.15768516,0.08625662,0.14430404,0.09970540,0.15439454,0.16456777,0.11758703
Blood,ResNet,3,0.01,DARE-Linear,912,5,15.539650,-35.570545,0.06863952,0.13209210,0.06646452,0.21851873,0.10111319,0.13533725,0.16544038,0.11239430
