dataset,backbone,num_clients,beta,method,sample_index,true_label,tsne_x,tsne_y,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2124,6,13.334566,-59.402668,0.07263414,0.15980738,0.06765565,0.23931678,0.08631747,0.11260707,0.15625867,0.10540286
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2125,3,19.766008,-51.156044,0.07413272,0.13056260,0.06583618,0.23352678,0.09810019,0.10960072,0.17411825,0.11412259
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2126,6,-14.939951,-38.793751,0.07034989,0.16239345,0.08664516,0.16850170,0.09402663,0.13434975,0.16467264,0.11906086
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2127,1,-1.388257,-50.713020,0.07179204,0.15697186,0.08709892,0.19627367,0.08289643,0.11752953,0.16043368,0.12700382
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2128,1,3.920349,-56.960590,0.07585493,0.15518050,0.08234806,0.21408093,0.09205689,0.09669872,0.15572302,0.12805702
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2129,6,-2.082919,-56.580791,0.06888355,0.17276128,0.08141626,0.20180438,0.09111428,0.10374704,0.16109747,0.11917569
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2130,1,-13.843475,-48.509968,0.07508609,0.16750246,0.08644034,0.17505503,0.09129162,0.11342472,0.17266601,0.11853370
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2131,3,25.209866,-52.741341,0.07285096,0.14076313,0.07405993,0.26284239,0.09208804,0.08283394,0.16339059,0.11117104
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2132,4,-26.648590,8.573139,0.06235056,0.13744941,0.11114868,0.12439370,0.11842753,0.13744670,0.17263298,0.13615045
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2133,7,-22.756666,27.956427,0.07147072,0.14956880,0.13031591,0.10415778,0.13871856,0.12713684,0.12950025,0.14913115
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2134,7,-28.403751,32.406330,0.07382450,0.14637272,0.14713304,0.10336543,0.13341559,0.10837457,0.12351907,0.16399503
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2135,3,4.501214,-33.706909,0.08759840,0.13244508,0.08213010,0.18726759,0.11464588,0.10810135,0.16405609,0.12375547
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2136,6,-7.283572,-55.705868,0.07611212,0.16803332,0.08700964,0.19897674,0.09566881,0.10405854,0.14488836,0.12525252
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2137,6,-10.015167,-49.117817,0.06960519,0.16228753,0.08943164,0.18235889,0.09141736,0.11232502,0.17384447,0.11872996
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2138,7,-25.681818,24.525148,0.06759106,0.14491279,0.13600773,0.10208939,0.12786303,0.12218376,0.14222254,0.15712972
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2139,1,-14.409436,-32.687885,0.06979668,0.15386920,0.09376911,0.17022777,0.09414519,0.13760519,0.16378568,0.11680118
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2140,3,16.366409,-48.700603,0.06719171,0.13252723,0.07026886,0.22058742,0.10086882,0.10399165,0.18363158,0.12093267
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2141,0,1.810318,-37.323616,0.07721411,0.14967868,0.07385837,0.17981829,0.09744975,0.13114886,0.18129124,0.10954070
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2142,1,-3.602688,-43.823643,0.07096938,0.14823884,0.07915763,0.19207512,0.09553327,0.12300041,0.16800001,0.12302531
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2143,5,-16.141409,-16.969282,0.07354335,0.13531426,0.08928268,0.15228103,0.11946798,0.14421758,0.16200571,0.12388744
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2144,4,-29.652788,8.814624,0.08084527,0.14372604,0.11039187,0.12511790,0.11823320,0.10769921,0.16923222,0.14475429
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2145,7,-24.533485,23.197830,0.07504187,0.13436486,0.13865450,0.10631531,0.13081200,0.11924914,0.14349043,0.15207186
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2146,6,-13.553232,-47.832443,0.07489735,0.16370757,0.08396118,0.17308195,0.09824996,0.11119990,0.18398421,0.11091788
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2147,2,-41.932060,36.956192,0.06453342,0.16403963,0.17333901,0.09248690,0.12869897,0.07948494,0.11702280,0.18039437
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2148,7,-22.364025,31.113785,0.07242259,0.14070214,0.14280355,0.09852016,0.13884568,0.11748669,0.12805484,0.16116439
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2149,2,-34.226688,20.169992,0.06382833,0.14667907,0.13758993,0.11785414,0.12018376,0.10266592,0.15577568,0.15542313
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2150,0,-27.019045,-4.499827,0.07415268,0.15100183,0.08703482,0.16936281,0.11789235,0.11002850,0.15740713,0.13311984
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2151,6,-27.196146,-25.543640,0.08003497,0.15259233,0.09366500,0.13987148,0.09642964,0.15188237,0.16461311,0.12091106
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2152,1,-24.164272,-21.224648,0.06730527,0.15912795,0.08600465,0.15084152,0.09178966,0.16131276,0.17618729,0.10743085
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2153,3,-0.510267,-29.586430,0.07623608,0.13340428,0.08996694,0.17611627,0.10524177,0.11582191,0.17665094,0.12656188
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2154,5,5.697285,-31.293941,0.06905979,0.13327496,0.08073376,0.18862388,0.11100785,0.13522658,0.16199932,0.12007388
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2155,5,-17.926756,-22.981222,0.07184141,0.14445964,0.08478617,0.16710390,0.10309665,0.14438763,0.17162499,0.11269963
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2156,5,-30.651821,-18.412575,0.07011203,0.13868661,0.10148869,0.13398716,0.10956635,0.16430937,0.16526961,0.11658016
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2157,1,-23.635715,18.309187,0.06245467,0.14795327,0.12135721,0.12323762,0.12692274,0.12374648,0.12472127,0.16960676
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2158,3,16.008083,-49.482548,0.06889721,0.13748652,0.07615261,0.22280286,0.10136569,0.10087336,0.17907073,0.11335107
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2159,6,-17.271627,-50.123425,0.07307409,0.17826805,0.09442955,0.17618094,0.08681478,0.11086792,0.14887366,0.13149104
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2160,6,-21.581898,-35.323734,0.07125930,0.16413911,0.09642467,0.15432040,0.09252705,0.13948825,0.16888313,0.11295808
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2161,0,-14.795045,-26.233757,0.09293742,0.16115893,0.07424437,0.15871531,0.10028485,0.12908083,0.17432866,0.10924967
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2162,5,-3.368448,-46.695663,0.07608481,0.15640186,0.07322849,0.19417110,0.10114508,0.11944073,0.16326557,0.11626244
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2163,3,3.170817,-31.482218,0.07248942,0.14175747,0.08160976,0.19328825,0.11315884,0.11989848,0.16045322,0.11734462
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2164,4,-28.615406,-1.484029,0.06562772,0.14870203,0.09452555,0.16338561,0.12155087,0.10548870,0.15194105,0.14877845
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2165,7,-55.728985,16.103001,0.09294594,0.14111063,0.12621109,0.11136431,0.13754800,0.12661792,0.11926798,0.14493415
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2166,1,16.999821,-59.107628,0.07021970,0.16336887,0.07392297,0.23903540,0.07515854,0.08633313,0.17848366,0.11347771
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2167,7,-35.295734,34.182430,0.06997171,0.14547028,0.16480264,0.09544593,0.13925315,0.09752802,0.12517428,0.16235399
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2168,7,-24.945202,30.000158,0.07333353,0.15074694,0.13780153,0.10851085,0.14067300,0.11171243,0.12321648,0.15400527
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2169,7,-26.086811,20.060802,0.06993701,0.14387640,0.13045783,0.11194759,0.14212699,0.11666343,0.13236749,0.15262325
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2170,7,-22.328297,30.672001,0.07303638,0.13704762,0.14332779,0.10165530,0.13666311,0.11741401,0.12979460,0.16106127
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2171,5,-24.129526,-16.635754,0.06825297,0.14350250,0.08942704,0.15327933,0.10800070,0.16031623,0.16292349,0.11429776
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2172,2,-41.033016,37.874649,0.07087941,0.14767696,0.17781562,0.08649597,0.12588677,0.09347534,0.11182851,0.18594146
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2173,6,-7.402823,-43.486732,0.07640120,0.16539897,0.07348683,0.18164106,0.08770207,0.12242771,0.17107122,0.12187093
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2174,4,-29.520014,-0.636507,0.06223182,0.14892659,0.10189973,0.15364586,0.12335459,0.09899401,0.16579133,0.14515606
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2175,0,5.506968,-39.998718,0.08991455,0.13872859,0.06985509,0.18397416,0.09949753,0.11705443,0.18673542,0.11424017
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2176,3,6.406744,-50.962673,0.07360312,0.15057954,0.08703644,0.20446415,0.10842135,0.10038103,0.15030316,0.12521119
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2177,3,23.852823,-50.949398,0.07778461,0.13916658,0.07152145,0.23827706,0.10506165,0.08589336,0.16431539,0.11797987
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2178,6,-21.550781,-36.528091,0.07293504,0.16789420,0.08722804,0.15916333,0.09707534,0.13517240,0.16761239,0.11291928
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2179,7,-30.913338,38.348579,0.06639055,0.15482149,0.14458348,0.09789072,0.13760760,0.10301406,0.11577002,0.17992212
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2180,7,-28.016962,34.647057,0.07291456,0.15132698,0.14551687,0.10106105,0.14029688,0.11474770,0.11484304,0.15929289
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2181,3,-15.547163,-28.705441,0.07494220,0.14873537,0.08422218,0.16537862,0.10633378,0.12285261,0.17301492,0.12452041
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2182,6,-10.618267,-54.466316,0.07898123,0.16727462,0.09155010,0.18055022,0.09850823,0.10915698,0.14972259,0.12425603
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2183,4,-25.782433,19.640358,0.06595033,0.14546724,0.12409879,0.11623473,0.14261428,0.11372630,0.13574925,0.15615912
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2184,5,-21.806042,-20.514561,0.06772801,0.14353265,0.09211159,0.15356787,0.09721834,0.15202846,0.17308187,0.12073115
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2185,1,12.286164,-59.743595,0.07714275,0.16350794,0.07419501,0.22877447,0.08379877,0.10033299,0.15356110,0.11868697
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2186,7,-28.387285,37.419861,0.07636730,0.14112145,0.15560365,0.09473822,0.13653575,0.10815624,0.12154567,0.16593175
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2187,3,6.014274,-50.791775,0.07375244,0.14608631,0.09667740,0.20005269,0.11415872,0.09412892,0.15138096,0.12376263
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2188,2,-33.790905,36.713676,0.08318368,0.14982674,0.15381810,0.09558988,0.12745792,0.10998747,0.12052067,0.15961553
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2189,7,-30.158237,22.546677,0.06838699,0.15090990,0.14207333,0.10922490,0.13194238,0.10589365,0.14200640,0.14956246
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2190,6,-4.474092,-46.249298,0.07750773,0.15479702,0.08278663,0.18871102,0.10218110,0.12123394,0.15567344,0.11710913
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2191,1,-31.254196,-17.651720,0.07267608,0.13454786,0.10337457,0.13687518,0.09874069,0.15505210,0.18989550,0.10883805
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2192,6,-25.526793,-43.239067,0.07488735,0.16234715,0.10371168,0.15634042,0.10001933,0.11850099,0.15347931,0.13071382
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2193,6,-24.266165,-43.138744,0.07931356,0.16869299,0.09239204,0.15807071,0.09928608,0.12148120,0.15095274,0.12981065
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2194,7,-31.188751,35.754944,0.07062738,0.13444674,0.15422969,0.10592708,0.14053391,0.10041222,0.12230509,0.17151783
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2195,6,-14.049029,-49.810268,0.07525986,0.17040634,0.08304410,0.17804958,0.09910649,0.11433917,0.16163510,0.11815931
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2196,1,-5.473610,-57.059929,0.07023861,0.16999459,0.09386748,0.19127369,0.08025176,0.10254230,0.16291232,0.12891923
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2197,6,-27.625914,-43.933731,0.07201160,0.17281674,0.09188602,0.15867709,0.10506224,0.09890486,0.16569592,0.13494553
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2198,6,-21.651279,-36.598873,0.07239268,0.17135385,0.08729464,0.15787064,0.10087738,0.13423762,0.16651894,0.10945424
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2199,6,-19.010462,-37.643467,0.07205026,0.16833666,0.08252545,0.16314690,0.09284009,0.12695581,0.17864878,0.11549613
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2200,1,-26.427265,-46.093281,0.07728805,0.15328170,0.09345095,0.16453710,0.10202362,0.11043204,0.15519646,0.14379011
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2201,1,10.951553,-59.731792,0.07070411,0.16307953,0.07275432,0.23347273,0.07685018,0.10941474,0.15729441,0.11643002
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2202,6,-29.761906,-38.934452,0.08286758,0.15833728,0.10066263,0.14667819,0.10132263,0.11607148,0.16842532,0.12563489
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2203,6,-24.848969,-43.289474,0.07994920,0.16231959,0.09653553,0.16008221,0.09891114,0.11871112,0.15660286,0.12688833
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2204,3,2.836455,-46.406998,0.07117433,0.15179692,0.06972741,0.19996431,0.09639860,0.11709309,0.17797846,0.11586688
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2205,7,-23.926174,30.401657,0.07453049,0.14056346,0.13747136,0.10589735,0.13751794,0.11376303,0.12976216,0.16049421
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2206,0,2.436152,-37.319889,0.07785730,0.14396122,0.07426329,0.18621214,0.09532015,0.13165087,0.18271479,0.10802028
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2207,1,-3.028383,-24.290226,0.06450213,0.14436054,0.08748352,0.17613091,0.10442825,0.13064674,0.15826078,0.13418719
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2208,7,-28.477331,31.878931,0.06750858,0.14968961,0.13962939,0.10662300,0.13317014,0.11055558,0.12363119,0.16919249
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2209,7,-28.337490,32.954548,0.06935417,0.14594896,0.14205824,0.10587842,0.13886480,0.11218854,0.12117129,0.16453558
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2210,5,-25.573193,-18.327084,0.07540762,0.14590214,0.08830510,0.14460728,0.10333825,0.15693125,0.17476788,0.11074051
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2211,3,12.027261,-44.961185,0.06672259,0.12830980,0.07562632,0.21170746,0.11150473,0.11612289,0.17612530,0.11388092
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2212,1,-3.704433,-43.643703,0.07426656,0.14836858,0.07689995,0.19064945,0.09755725,0.11878353,0.16878316,0.12469152
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2213,2,-38.647274,32.573643,0.08206099,0.14512262,0.16986176,0.10826168,0.11921170,0.09153599,0.11785321,0.16609204
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2214,0,4.563798,-34.559895,0.08339844,0.13644561,0.07920673,0.19226149,0.10530337,0.10879546,0.17591801,0.11867089
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2215,0,-29.341118,-22.685560,0.08483172,0.14375925,0.07477368,0.13685416,0.10188523,0.14666571,0.18729991,0.12393034
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2216,2,-40.102375,35.774918,0.06923122,0.15691940,0.15880775,0.09202677,0.13603064,0.09640727,0.11842281,0.17215410
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2217,2,-42.227261,27.655506,0.08128891,0.16126847,0.13863549,0.12078941,0.11915295,0.08541195,0.12753969,0.16591309
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2218,6,-27.482861,-31.514713,0.07884347,0.15416336,0.09251056,0.14670287,0.10104568,0.14282329,0.15658286,0.12732790
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2219,7,-33.140514,35.310558,0.06715632,0.14781860,0.15772223,0.10145222,0.12894359,0.10650551,0.12411480,0.16628671
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2220,1,-5.980174,-35.231224,0.06893851,0.15357561,0.08194798,0.18366756,0.09937036,0.14327435,0.16026638,0.10895927
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2221,3,-15.601707,-16.870514,0.08330268,0.13876444,0.08320609,0.16389063,0.10725546,0.14230676,0.16024785,0.12102617
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2222,6,-5.637576,-39.950203,0.06531440,0.17109649,0.07558475,0.19538882,0.08791532,0.13647579,0.15165594,0.11656846
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2223,2,-2.111434,-56.895340,0.06861667,0.17213067,0.08540130,0.20394522,0.09146138,0.09778941,0.16022822,0.12042711
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2224,6,-20.364166,-48.172722,0.08433194,0.16961060,0.08680692,0.17352656,0.09739421,0.11674939,0.14589129,0.12568915
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2225,1,-6.380689,-57.528973,0.07086156,0.16367212,0.09701894,0.18235549,0.08853056,0.10027560,0.16915317,0.12813258
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2226,6,-30.804598,-31.211714,0.07363464,0.15789394,0.10488398,0.13918613,0.10495443,0.13549301,0.15477063,0.12918320
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2227,0,-13.346250,-25.734930,0.09059217,0.14399207,0.07714336,0.16121477,0.10421669,0.12046391,0.18954332,0.11283372
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2228,7,-19.963600,28.797632,0.06882527,0.14409837,0.13649678,0.09856472,0.13506368,0.12992620,0.12615678,0.16086811
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2229,6,-8.202038,-43.168640,0.08069783,0.15266353,0.08556996,0.17711926,0.09645243,0.11496283,0.17501274,0.11752141
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2230,6,-27.717857,-41.734421,0.07502317,0.17173140,0.09192298,0.14984515,0.09484525,0.11671877,0.16299216,0.13692117
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2231,6,2.132213,-55.491634,0.07379578,0.16120084,0.08173188,0.20401877,0.08808738,0.10323038,0.15946716,0.12846778
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2232,1,-10.656754,-50.426109,0.07297765,0.14636442,0.09268801,0.18108541,0.09561902,0.11287332,0.16750135,0.13089086
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2233,2,-39.802742,37.644070,0.06779869,0.14471489,0.17695087,0.08877977,0.13784835,0.09877290,0.11564466,0.16948977
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2234,3,15.127580,-51.017662,0.07211825,0.14646825,0.07026311,0.22175039,0.09294418,0.11035272,0.17013039,0.11597269
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2235,0,-19.255535,-19.540670,0.07444002,0.13789591,0.08486738,0.16241275,0.10257572,0.15331346,0.17437060,0.11012413
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2236,3,6.073118,-31.938601,0.07414646,0.13263801,0.07135735,0.18659233,0.11600413,0.13411693,0.16382346,0.12132131
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2237,1,25.012814,-55.933491,0.06884567,0.14756151,0.06326531,0.26540372,0.07220019,0.10402810,0.16408058,0.11461492
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2238,7,-25.672438,14.464948,0.08416342,0.13850325,0.11497024,0.11420178,0.13418193,0.13573666,0.13774537,0.14049730
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2239,5,-34.229221,-20.932228,0.07336927,0.13417985,0.09584815,0.13458295,0.11792540,0.14658767,0.16837265,0.12913404
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2240,5,-24.523071,-13.981658,0.06859610,0.14159396,0.07481324,0.15880081,0.10461193,0.17109165,0.16074555,0.11974674
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2241,6,-9.721588,-53.809574,0.07746562,0.17094849,0.08482477,0.18138710,0.09136303,0.10924657,0.15463865,0.13012578
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2242,6,-4.945967,-54.008968,0.07896956,0.16306099,0.08282043,0.19784093,0.08813079,0.11448672,0.15138531,0.12330525
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2243,1,-14.929647,-37.761936,0.06078206,0.16419178,0.08401145,0.17128314,0.09806497,0.14131717,0.15923302,0.12111641
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2244,3,2.687257,-47.835327,0.07117096,0.15559423,0.07476142,0.21019508,0.09254126,0.11820579,0.16662776,0.11090348
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2245,2,-31.337601,19.088287,0.07414857,0.15550444,0.12814723,0.12650067,0.13558502,0.10362979,0.12616460,0.15031970
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2246,2,-39.194763,29.165171,0.07592789,0.15968549,0.15362625,0.10504893,0.12019075,0.09030266,0.13402249,0.16119546
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2247,7,-29.090866,33.124386,0.06837273,0.14851147,0.14346117,0.10624219,0.13981681,0.10907390,0.12206415,0.16245762
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2248,7,-21.340355,28.363741,0.07092819,0.14233036,0.14220689,0.10028310,0.13722494,0.12397585,0.13024266,0.15280800
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2249,0,-24.640135,11.046368,0.07713124,0.13014437,0.12576286,0.11287154,0.12095714,0.13633743,0.17536889,0.12142650
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2250,3,3.528799,-19.266502,0.07760922,0.15157391,0.08598714,0.18355973,0.10531802,0.12606826,0.14991830,0.11996545
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2251,5,8.252356,-40.457626,0.07388993,0.13543773,0.08014314,0.19239235,0.10626716,0.11884446,0.17738251,0.11564273
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2252,6,-18.328533,-40.382996,0.07520385,0.15881881,0.08683210,0.16636217,0.09474173,0.12234236,0.16695181,0.12874718
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2253,6,-37.092285,-22.592770,0.07682593,0.14380042,0.12078470,0.11936039,0.10606764,0.13792413,0.16346900,0.13176769
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2254,3,-4.117848,-51.478157,0.07242948,0.15846731,0.08664429,0.18565343,0.10250483,0.10634314,0.17273554,0.11522192
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2255,6,-21.016304,-46.885292,0.07791856,0.16946822,0.08900674,0.16642967,0.09842138,0.11593833,0.15412910,0.12868801
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2256,4,-23.780842,10.337182,0.07159658,0.12991942,0.11808060,0.11851247,0.12443268,0.14610122,0.15785046,0.13350651
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2257,1,-22.045258,-36.355194,0.07060422,0.17076322,0.08970518,0.15745927,0.09762686,0.13742644,0.16227171,0.11414306
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2258,6,-21.001314,-40.418503,0.07635222,0.15849014,0.09593150,0.16099064,0.10440134,0.11842627,0.16748147,0.11792643
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2259,6,-19.997128,-35.365494,0.07104707,0.16450524,0.09072678,0.15377091,0.09709078,0.13156664,0.17975758,0.11153498
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2260,6,-14.053395,-49.808651,0.07145971,0.16904096,0.08601184,0.18139634,0.09686444,0.11205504,0.16534571,0.11782593
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2261,5,-3.035307,-37.870373,0.06595609,0.15547335,0.07231526,0.20392011,0.08837223,0.14926004,0.15931441,0.10538850
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2262,6,-4.975986,-54.822922,0.07402890,0.17276601,0.08004854,0.19359106,0.09294114,0.10716104,0.15759735,0.12186595
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2263,1,-27.471607,-22.258629,0.07470477,0.14700021,0.08974510,0.14893055,0.10090529,0.14901753,0.16593577,0.12376074
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2264,6,-23.048553,-39.184914,0.07769984,0.16567253,0.08702666,0.15746313,0.09947281,0.12590702,0.16109289,0.12566517
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2265,5,-19.973352,-16.686460,0.07419497,0.13802828,0.08736806,0.16217056,0.10527999,0.15361190,0.16136870,0.11797763
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2266,6,-24.259203,-40.900043,0.07377125,0.18171424,0.09059492,0.15539436,0.09123431,0.12805064,0.15260009,0.12664020
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2267,3,-21.434635,-24.883572,0.08187941,0.13881551,0.09604375,0.14773637,0.11369469,0.13576990,0.17017366,0.11588673
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2268,7,-25.970789,23.985491,0.06866195,0.14249885,0.13946398,0.10207258,0.13380319,0.11365078,0.14584005,0.15400864
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2269,1,11.346884,-54.764263,0.07231268,0.15708187,0.06674538,0.21875581,0.09411995,0.11553658,0.17372195,0.10172576
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2270,6,-20.508171,-39.007069,0.07505728,0.17348920,0.08767790,0.15910614,0.09229749,0.11939169,0.17195983,0.12102051
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2271,7,-30.797953,35.322262,0.07073530,0.14189911,0.14999533,0.10663892,0.14318794,0.10300638,0.11637697,0.16816007
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2272,7,-23.515490,22.393774,0.06645654,0.13234276,0.13998069,0.10000724,0.13252929,0.12577130,0.15016879,0.15274340
bloodmnist_224,ResNet,3,0.01,DARE-Linear,2273,1,17.434496,-58.241779,0.06373852,0.15178300,0.06998315,0.25217369,0.07758310,0.10117920,0.17347042,0.11008894
